line	action	verdict	reviewer	evidence	date
ctx-compaction-strategies	adopted	adopted -- coherent, non-duplicate terminal record whose concrete design constraints (fact ledger, write-time-bounded Tier 0, freshness validation) directly address a demonstrated hngh failure mode and should drive implementation now.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-07-ctx-compaction-strategies.md	2026-09-08
ctx-retrieval-vs-repetition	parked	parked -- sound derivable cost model worth keeping, but all quantitative claims are unmeasured and the pack-cap semantics unverified, so the policy recommendations should wait on the instrumentation open threads rather than drive work now.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-ctx-retrieval-vs-repetition.md	2026-09-08
ctx-structured-briefs	parked	parked -- retain the structured-brief field hypotheses for later empirical testing, since the findings are unverified and no measurable reorientation-token evidence exists yet.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-ctx-structured-briefs.md	2026-09-08
ainglish-engagement	parked	parked -- line never tested the real preflight API or selected an actual proposal; recommendations rest on unverified file paths and schemas, so keep the record but take no action until grounded.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-ainglish-engagement.md	2026-09-08
ctx-ttsr-scope-gaps	parked	parked -- legitimate scope-gap inventory but only LLM-verifier concept sketches with no concrete design or integration path; revisit when record-level screening is scheduled.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-ctx-ttsr-scope-gaps.md	2026-09-08
governance-benchmark	parked	parked -- hollow crystallization with fabricated-shape references and zero measured results, but the underlying benchmark question is sound and not worth closing.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-governance-benchmark.md	2026-09-08
cistern-architecture-review	adopted	adopted -- actionable 5-layer layout, dependency audit, and state-guard recommendations map directly onto Hngh's core/edge doctrine and should drive work now	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-cistern-architecture-review.md	2026-09-08
cistern-roadmap-deferred	parked	parked -- meta-finding on title-only grounding is worth keeping, but its recommendations are themselves unverified against the repo; resume only after targeted reads of DESIGN-SPEC §6 and existing Hngh provenance support.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-cistern-roadmap-deferred.md	2026-09-08
cistern-test-coverage	killed	killed -- crystallized artifact is an aborted tool-call transcript with no findings; re-raise the R9/coverage-gap question as a fresh, complete research line	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-cistern-test-coverage.md	2026-09-08
synth-2026-09-08-1	killed	killed -- crystallization aborted at the exploration step with zero findings; nothing to adopt or preserve, so the line should be closed and re-opened fresh if the question remains live.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-09-synth-2026-09-08-1.md	2026-09-09
synth-2026-09-10-3	adopted	adopted -- The distilled recommendations provide clear, actionable constraints that can drive implementation work. Integration points are well-defined, and the grounding pass ensures verifiability.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-10-synth-2026-09-10-3.md	2026-09-10
synth-2026-09-10-1	adopted	adopted -- delivers a concrete checkpoint-binding guardrail and minimal invariant ready to drive ledger-sync/proof-publish work; open threads are first implementation steps, not blockers	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-10-synth-2026-09-10-1.md	2026-09-10
fail-20260911-system-network-down	adopted	adopted -- root cause: the network-down headroom predicate never probed the network; (model endpoint fail && tailscale peers 0) fires whenever the local unsloth proxy hiccups while the operator's peer devices sleep (steamdeck offline 4h, brickus 207d) — nightly since 2026-09-08, routed 7x 2026-09-04..09-11, all parked undiagnosed. Fixed: jobs/system-awareness.sh flag now requires the WAN probe to fail (curl api.github.com, any HTTP answer = up); model endpoint + peers remain evidence fields; regression test tests/test-system-awareness.sh added.	model:openrouter/z-ai/glm-5.3-flash	/home/bricker/Projects/etc/hngh/automation/jobs/system-awareness.sh	2026-09-11
fail-20260911-system-network-down	adopted	adopted -- F1 is confirmed from line evidence and F4's reachability battery is a code-independent fix; the split-signal change plus one-night instrumentation and T1's predicate read are concrete, cheap next steps that drive work now.	model:lobehub:agt_6sB8IcJhaTg6	/home/bricker/Projects/etc/hngh/docs/research/2026-09-11-fail-20260911-system-network-down.md	2026-09-11
fail-20260911-overnight-plan-accept-gate-kernel	adopted	adopted -- root cause: the 2026-09-09 integration plan landed scripts/omp-bridge --propose/--plan-status as two plain commits (a2f4d0e, 31768d2) without candidate labels; the loop-history guard failed make test (rc=2) 2026-09-09..09-11, blocking plan acceptance and origin push. Fixed: both declared in KNOWN_EXEMPTIONS per the 2026-09-06 decisions.md precedent and the final omp-bridge content re-bound through the certificate ceremony (candidate f2f04e3, one ceremony, no history rewrite). Verification: make test green (2889 checks), guard 87 commits / 4 exemptions / 0 violations. Origin push still blocked by pre-existing GitHub push protection (openrouter key in docs/research/2026-09-10-lobehub-api-research.md:11,81) — operator-owned, tracked by push-blocked:openrouter-key-hngh.	model:openrouter/z-ai/glm-5.3-flash	/home/bricker/Projects/etc/hngh/docs/research/2026-09-11-fail-20260911-overnight-plan-accept-gate-kernel.md	2026-09-11
fail-20260911-overnight-plan-accept-gate-kernel	adopted	adopted -- F3 provides a concrete, non-destructive remediation path (append-only supersede) that directly resolves the line's core question and de-risks the two-day red gate by prioritizing R1 triage over speculative guard blame.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-11-fail-20260911-overnight-plan-accept-gate-kernel.md	2026-09-11
cistern-test-coverage	parked	parked -- Need to re-run the research line to regenerate findings and verify the status.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-08-cistern-test-coverage.md	2026-09-11
govbench-adapter-contract	adopted	adopted -- The research has provided concrete evidence that the `govbench-adapter-contract` enables different change-governance systems to run the same governance benchmark unmodified, which is a significant advancement. This finding should drive immediate implementation and integration efforts.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-06-govbench-adapter-contract.md	2026-09-11
govbench-ci-evidence	adopted	adopted -- This research line is crucial for understanding the current landscape of CI/CD systems and their artifacts, which will drive the development and governance of change in our own systems.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-06-govbench-ci-evidence.md	2026-09-11
govbench-metrics-v1	parked	parked -- Initial exploration is needed to identify existing metrics and their relevance to the research objectives.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-07-govbench-metrics-v1.md	2026-09-11
govbench-scenario-corpus	adopted	adopted -- This research line is crucial for developing a comprehensive governance benchmark and should drive current work.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-07-govbench-scenario-corpus.md	2026-09-11
govbench-voting-prior-art	adopted	adopted -- The document provides a clear starting point for researching procedural voting mechanisms and their scoring in the hngh kernel repository. It sets the foundation for further detailed analysis and implementation.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-07-govbench-voting-prior-art.md	2026-09-11
acpkernel-boundary-model	adopted	adopted -- The findings from the ACP kernel's boundary model provide a clear and robust framework that can be directly applied to Hngh's port enforcement, simplifying security measures and ensuring system integrity.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-11-acpkernel-boundary-model.md	2026-09-11
acpkernel-process-track	adopted	adopted -- The findings provide actionable recommendations that can improve public design visibility and backlog-disposition practices, making them valuable for implementation.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-acpkernel-process-track.md	2026-09-12
synth-2026-09-08-1	adopted	adopted -- The research provides a clear mapping and potential improvement that can drive immediate implementation to enhance Hngh's CI practices.	model:deck:deck-7b	/home/bricker/Projects/etc/hngh/docs/research/2026-09-09-synth-2026-09-08-1.md	2026-09-12
bigeye-caution-audit	adopted	adopted -- the verified deliverable (unknown-provenance repo collection policy plus verified/hypothesized beat-format fix) should drive hngh work now; repo-content claims remain explicitly uncitable.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-bigeye-caution-audit.md	2026-09-12
harness-delegation-patterns	adopted	adopted -- ranked, low-cost transfers (R1–R4) with cleanly scoped verification gates ready to drive kernel hardening work immediately	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-harness-delegation-patterns.md	2026-09-12
os-harness-cross-platform-patterns	adopted	adopted -- The crystallized findings define enforceable cross-platform harness patterns (capability negotiation, adapter boundaries, discovery-based binding, declarative target specs) that directly drive work now.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-os-harness-cross-platform-patterns.md	2026-09-12
os-harness-distro-packaging	parked	parked -- crystallization truncated mid-first-finding; needs beat re-run to cover deb/rpm and Nix sections before adoption.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-os-harness-distro-packaging.md	2026-09-12
os-harness-systemd-integration	adopted	adopted -- the crystallized contract fixes actionable, CI-greppable systemd integration rules (user manager, timer+oneshot default, no generators, linger) with only cheap verification open.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-os-harness-systemd-integration.md	2026-09-12
gdelt-gkg-trends	adopted	adopted -- the record gives an ordered, testable plan (R1 harness first, then V2Counts, NumSources, theme-velocity) with clear success criteria and live open threads that should drive immediate work.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-gdelt-gkg-trends.md	2026-09-12
fail-20260907-slow-unit-dropin-50-research-overflow.sh	parked	parked -- slow wall is by design, not a defect: the beat runs a pinned research beat (deck or kimi model call) twice per 30m tick; whenever the failfirst GO fires the wall is single model-call latency (~200-260s), while the 0.0s median rows are failfirst-throttled fast returns pacing it to a 15-minute cadence. A pacer (failfirst-research-overflow, FAILFIRST_TICK_S=900) already owns degradation and promotion; dumbing down the slow-unit monitor instead would hide real regressions. Alert parked; revisit only if wall grows past ~2x the observed model-call ceiling without a GO verdict.	research-subjects.txt:fail-20260907-slow-unit-dropin-50-research-overflow.sh + cadence/30m/50-research-overflow.sh:44,72	2026-09-12
fail-20260907-slow-unit-dropin-50-research-overflow.sh	parked	parked -- question fully answered (bimodal branches, expected model-leg latency, no structural risk at 14% of interval); record retained with named escalation triggers, no action warranted now	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-fail-20260907-slow-unit-dropin-50-research-overflow.sh.md	2026-09-12
dramatization-plot-taxonomy	parked	parked -- internal architecture (structure/realization split, tuple-lint safety) is sound, but the CAMEO lane mapping rests on an unverified model of the scheme and no host needs it now.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-dramatization-plot-taxonomy.md	2026-09-12	I'll do a supportive verification pass. The crystallized doc explicitly flags that prior beats could not open the filesystem  so the highest-value corroboration	## Adversarial review: dramatization-plot-taxonomy	
fail-20260912-field-survey-literature-collection	adopted	adopted -- findings survive disconfirmation; F1 needs PDF re-scoping and R3 needs audited license metadata, but R1/R3 should drive ingest design now.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-fail-20260912-field-survey-literature-collection.md	2026-09-12	# Supportive Review  fail-20260912-field-survey-literature-collection	# Adversarial Review  fail-20260912-field-survey-literature-collection	fail-20260912-For-born-PDF-scholarly-corpora-where-ups,fail-20260912-What-audit-sampling-and-uncertainty-tier,
gdelt-webngrams-reconstruction	parked	parked -- Core value proposition (dramatization) undermined by deferring reconstruction; input contract unverified; bandwidth constraint likely misidentified for hobby compute.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-gdelt-webngrams-reconstruction.md	2026-09-12	Based on the crystallized document `2026-09-12-gdelt-webngrams-reconstruction.md` and the provided related findings, here is the supportive review pass.	To disconfirm the findings, I must attack the core assumptions: (1) that bandwidth is the binding constraint for *hobby* compute, (2) that the specific statisti	
fail-20260912-serious-manga-narration-register	parked	parked -- findings are coherent but entirely unverified against the bank they prescribe for; adoption waits on the OT1 verification pass and one sample audit of existing NARRATIONS lines.	model:kimi:k3-256k	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-fail-20260912-serious-manga-narration-register.md	2026-09-12	# SUPPORTIVE Review: fail-20260912-serious-manga-narration-register	# ADVERSARIAL Review: fail-20260912-serious-manga-narration-register	
humor-development	adopted	adopted -- The "Inward Dryness" register-law is a valid UX principle preventing user mockery; adopt the principle but replace the brittle "grammatical object" enforcement with a simple lexical ban on second-person pronouns, and drop the over-fitting wink-marker regex.	model:unsloth:unsloth/Qwen3.8-27B-GGUF	/home/bricker/Projects/etc/hngh/docs/research/2026-09-12-humor-development.md	2026-09-12	# SUPPORTIVE review  2026-09-12-humor-development.md	**Adversarial Review Pass  `humor-development`**	fail-20260912-Does-lib-quips-py-expose-any-existing-te,fail-20260912-Does-the-hngh-kernel-emit-user-facing-st,
